name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-22T19:00:00,9.4,4.6,3.8,68.04,0,0,,,,68.8,50.8,329.2,1014,0,24.1,15,0.1,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-22T20:00:00,8.6,3.4,2.9,67.4,0,4.8,,0,,71.5,55.4,327.2,1014.3,0.2,24.1,10,0,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-22T21:00:00,7.9,2.2,2.1,66.77,0,4.8,,0,,74.3,60.1,325.3,1014.7,0.5,24.1,5,0,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-22T22:00:00,7.2,0.9,1.3,66.13,0,4.8,,0,,77,64.8,323.3,1015,0.7,24.1,0,,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-22T23:00:00,6.8,0.7,1.2,67.5,0,4.8,,0,,70.3,60.1,326.3,1015,1.6,24.1,0,,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-23T00:00:00,6.5,0.4,1.2,68.9,0,4.8,,0,,63.6,55.4,329.4,1015,2.5,24.1,0,,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-23T01:00:00,6.2,0.2,1.2,70.33,0,4.8,,,,56.9,50.8,332.4,1015,3.4,24.1,0,,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-23T02:00:00,6,0.2,1.2,71.32,0,9.5,,0,,52.4,47,334.2,1015,3,24.1,0,,0,10,Clear,clear-night,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-23T03:00:00,5.9,0.3,1.3,72.33,0,9.5,,0,,48,43.3,336.1,1015,2.6,24.1,0,,0,10,Clear,clear-night,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-23T04:00:00,5.8,0.3,1.4,73.35,0,9.5,,0,,43.6,39.6,337.9,1015,2.2,24.1,0,,0,10,Clear,clear-night,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-23T05:00:00,5.7,0.4,1.5,74.04,0,9.5,,0,,40.7,37.7,337.7,1015,3.9,24.1,0,,0,10,Clear,clear-night,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-23T06:00:00,5.7,0.5,1.6,74.75,0,9.5,,0,,37.8,35.8,337.6,1015,5.6,24.1,0,,0,10,Clear,clear-night,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-23T07:00:00,5.7,0.6,1.7,75.46,0,9.5,,,,34.9,33.8,337.4,1015,7.3,24.1,0,,0,10,Clear,clear-night,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-23T08:00:00,6.1,1.3,1.7,73.75,0,9.5,,0,,33.1,32.2,338.7,1015.7,6.5,24.1,18.7,0.1,0,10,Clear,clear-night,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-23T09:00:00,6.5,1.9,1.8,72.09,0,9.5,,0,,31.3,30.5,340.1,1016.3,5.8,24.1,37.3,0.1,0,10,Clear,clear-day,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-23T10:00:00,6.9,2.6,1.9,70.47,0,9.5,,0,,29.5,28.8,341.4,1017,5,24.1,56,0.2,1,10,Clear,clear-day,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-23T11:00:00,7.6,3.6,1.8,66.55,0,9.5,,0,,29,28.6,341.4,1017,3.5,24.1,147.7,0.5,1,10,Clear,clear-day,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-23T12:00:00,8.4,4.6,1.7,62.87,0,9.5,,0,,28.6,28.3,341.5,1017,1.9,24.1,239.3,0.9,2,10,Clear,clear-day,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-23T13:00:00,9.2,5.6,1.7,59.41,0,9.5,,,,28.1,28.1,341.5,1017,0.4,24.1,331,1.2,3,10,Clear,clear-day,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-23T14:00:00,9.4,6,1.9,59.2,0,14.3,,0,,27.4,27.4,339.2,1017,1.3,24.1,313,1.1,3,10,Clear,clear-day,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-23T15:00:00,9.7,6.4,2.1,58.98,0,14.3,,0,,26.6,26.6,336.8,1017,2.1,24.1,295,1.1,3,10,Clear,clear-day,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-23T16:00:00,10,6.8,2.3,58.77,0,14.3,,0,,25.9,25.9,334.5,1017,3,24.1,277,1,3,10,Clear,clear-day,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-23T17:00:00,9.6,6.5,2.4,60.66,0,14.3,,0,,23.8,23.6,330.8,1017,3.7,24.1,190,0.7,2,10,Clear,clear-day,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-23T18:00:00,9.2,6.3,2.4,62.62,0,14.3,,0,,21.6,21.4,327.2,1017,4.3,24.1,103,0.4,0,10,Clear,clear-night,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-23T19:00:00,8.9,6,2.6,64.65,0,14.3,,,,19.4,19.1,323.5,1017,5,24.1,16,0.1,0,10,Clear,clear-night,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-23T20:00:00,8.9,6.3,2.6,64.65,0,14.3,,0,,17.2,17,327.9,1017,4.9,24.1,10.7,0,0,10,Clear,clear-night,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-23T21:00:00,8.9,6.5,2.6,64.65,0,14.3,,0,,14.9,15,332.3,1017,4.8,24.1,5.3,0,0,10,Clear,clear-night,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-23T22:00:00,8.9,6.8,2.6,64.65,0,14.3,,0,,12.6,13,336.7,1017,4.7,24.1,0,,0,10,Clear,clear-night,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-23T23:00:00,9,7.1,2.7,64.53,0,14.3,,0,,11.6,12.1,338.6,1017,26.8,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-24T00:00:00,9.2,7.5,2.8,64.42,0,14.3,,0,,10.7,11.3,340.5,1017,48.9,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-24T01:00:00,9.4,7.8,3,64.3,0,14.3,,,,9.7,10.4,342.4,1017,71,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-24T02:00:00,9.4,7.6,3,64.61,0,4.8,,0,,10.4,11.5,342,1017,68.4,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-24T03:00:00,9.4,7.5,3.1,64.91,0,4.8,,0,,11.2,12.6,341.5,1017,65.8,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-24T04:00:00,9.4,7.3,3.2,65.22,0,4.8,,0,,11.9,13.7,341.1,1017,63.2,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-24T05:00:00,9.5,7.4,3.2,64.94,0,4.8,,0,,12.1,13.8,345.8,1016.7,69.7,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-24T06:00:00,9.6,7.6,3.3,64.67,0,4.8,,0,,12.4,13.9,350.5,1016.3,76.2,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-24T07:00:00,9.8,7.7,3.4,64.39,0,4.8,,,,12.6,14,355.2,1016,82.7,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-24T08:00:00,9.8,7.7,3.2,63.65,0,4.8,,0,,13.7,14.4,240,1016.3,88.5,24.1,9.3,0,0,10,Partially cloudy,partly-cloudy-night,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-24T09:00:00,9.8,7.7,3.1,62.91,0,4.8,,0,,14.8,14.8,124.8,1016.7,94.2,24.1,18.7,0.1,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-24T10:00:00,9.9,7.7,3,62.18,0.1,4.8,rain,0,,15.8,15.1,9.6,1017,100,24.1,28,0.1,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-24T11:00:00,9.8,7.8,3.2,63.64,0,4.8,,0,,14.4,13.9,8.9,1016.7,100,24.1,45.3,0.2,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-24T12:00:00,9.7,7.8,3.4,65.13,0,4.8,,0,,13,12.7,8.3,1016.3,100,24.1,62.7,0.2,1,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-24T13:00:00,9.6,7.9,3.7,66.66,0.2,4.8,rain,,,11.5,11.5,7.6,1016,100,24.1,80,0.3,1,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-24T14:00:00,9.6,7.7,4.5,70.84,0,14.3,,0,,12.8,12.5,14.2,1016,100,24.1,61.3,0.2,1,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-24T15:00:00,9.6,7.6,5.4,75.24,0,14.3,,0,,14.2,13.4,20.9,1016,100,24,42.7,0.2,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-24T16:00:00,9.6,7.4,6.3,79.89,0.9,14.3,rain,0,,15.5,14.4,27.5,1016,100,24,24,0.1,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-24T17:00:00,9.8,8,6.1,78.11,0,14.3,,0,,14,12.1,34,1015.7,100,24,16.3,0.1,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-24T18:00:00,10,8.6,6,76.36,0,14.3,,0,,12.6,9.8,40.5,1015.3,100,24.1,8.7,0,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-24T19:00:00,10.2,10.2,5.9,74.65,0.3,14.3,rain,,,11.2,7.6,47,1015,100,24.1,1,0,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-24T20:00:00,10.2,10.2,5.6,73.13,0,9.5,,0,,11.8,7.9,51.7,1015.3,100,24.1,0.7,0,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-24T21:00:00,10.3,10.3,5.4,71.64,0,9.5,,0,,12.4,8.3,56.5,1015.7,100,24.1,0.3,0,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-24T22:00:00,10.4,10.4,5.2,70.17,0,9.5,,0,,13,8.6,61.2,1016,100,24.1,0,,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-24T23:00:00,10.4,10.4,5.1,69.85,0,9.5,,0,,14.3,9.8,66.7,1015.3,100,24.1,0,,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-25T00:00:00,10.4,10.4,5,69.53,0,9.5,,0,,15.6,11,72.3,1014.7,100,24.1,0,,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-25T01:00:00,10.4,10.4,5,69.2,0,9.5,,,,16.9,12.2,77.8,1014,100,24.1,0,,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-25T02:00:00,10.3,10.3,4.6,67.6,0,4.8,,0,,21,16.1,79.5,1013.7,100,24.1,0,,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-25T03:00:00,10.2,10.2,4.2,66.03,0,4.8,,0,,25.1,19.9,81.1,1013.3,100,24.1,0,,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-25T04:00:00,10.2,10.2,3.8,64.48,0.2,4.8,rain,0,,29.2,23.8,82.8,1013,100,24.1,0,,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-25T05:00:00,9.9,6.8,4,66.74,0,4.8,,0,,31.1,25.8,88.7,1013,100,23.3,0,,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-25T06:00:00,9.7,6.3,4.3,69.07,0,4.8,,0,,33,27.8,94.6,1013,100,22.4,0,,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-25T07:00:00,9.5,5.9,4.6,71.48,0.4,4.8,rain,,,34.9,29.9,100.5,1013,100,21.6,0,,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-25T08:00:00,9.5,5.9,4.5,70.99,0,14.3,,0,,35.5,29.9,97.5,1012.7,100,22.4,3,0,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-25T09:00:00,9.5,6,4.4,70.5,0,14.3,,0,,36.1,29.9,94.4,1012.3,100,23.3,6,0,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-25T10:00:00,9.6,6,4.4,70.01,0.4,14.3,rain,0,,36.7,29.9,91.4,1012,100,24.1,9,0,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-25T11:00:00,9.4,5.8,4.6,71.97,0,14.3,,0,,35,29.2,89.1,1011.3,100,24,17,0,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-25T12:00:00,9.2,5.7,4.8,73.97,0,14.3,,0,,33.4,28.4,86.9,1010.7,100,23.9,25,0.1,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-25T13:00:00,9.1,5.5,5.1,76.04,0.8,14.3,rain,,,31.7,27.7,84.6,1010,100,23.8,33,0.1,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-25T14:00:00,8.7,5.5,4.7,76.15,0,14.3,,0,,26,22.3,64.8,1009.3,100,23.6,28,0.1,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-25T15:00:00,8.3,5.6,4.4,76.27,0,14.3,,0,,20.4,16.9,45.1,1008.7,100,23.5,23,0.1,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-25T16:00:00,8,5.9,4.1,76.39,1.1,14.3,rain,0,,14.8,11.5,25.3,1008,100,23.3,18,0.1,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-25T17:00:00,7.6,4.9,4.3,79.61,0,14.3,,0,,16.1,15,22.2,1008.3,100,22.8,12.3,0.1,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-25T18:00:00,7.2,4.1,4.5,82.97,0,14.3,,0,,17.4,18.5,19.2,1008.7,100,22.2,6.7,0,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-25T19:00:00,6.9,3.2,4.8,86.48,1.2,14.3,rain,,,18.7,22,16.1,1009,100,21.7,1,0,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-25T20:00:00,6.5,2.6,4.6,87.86,0,19,,0,,19.6,22.9,125,1008.7,100,18.4,0.7,0,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-25T21:00:00,6.1,2,4.4,89.27,0,19,,0,,20.4,23.9,233.9,1008.3,100,15,0.3,0,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-25T22:00:00,5.7,1.4,4.3,90.71,1.4,19,rain,0,,21.2,24.8,342.8,1008,100,11.7,0,,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-25T23:00:00,4.6,-0.2,3.5,92.36,0,19,,0,,25.7,28,337.2,1007.7,100,9.9,0,,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-26T00:00:00,3.6,-1.9,2.7,94.06,0,19,,0,,30.1,31.1,331.6,1007.3,100,8.1,0,,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-26T01:00:00,2.6,-3.5,2,95.82,2.2,19,rain,,,34.6,34.2,326,1007,100,6.3,0,,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-26T02:00:00,2.5,-3.7,1.3,91.79,0,14.3,,0,,37,35.8,327.1,1006,100,12.2,0,,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-26T03:00:00,2.4,-3.9,0.6,87.9,0,14.3,,0,,39.4,37.3,328.2,1005,100,18.2,0,,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-26T04:00:00,2.4,-4.1,0,84.16,0.1,14.3,snow,0,,41.8,38.9,329.3,1004,100,24.1,0,,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-26T05:00:00,2.2,-4.6,-0.3,83.13,0,14.3,,0,,45.5,42.2,328.9,1003.7,100,24.1,0,,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-26T06:00:00,2.1,-5,-0.6,82.11,0,14.3,,0,,49.2,45.6,328.5,1003.3,100,24.1,0,,0,10,Overcast,cloudy,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-26T07:00:00,2,-5.4,-0.9,81.1,0,14.3,,,,52.9,49,328.1,1003,100,24.1,0,,0,10,Overcast,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-26T08:00:00,2.1,-5.5,-1.1,79.94,0,19,,0,,55.9,52.1,328.5,1003,95.8,24.1,12.7,0,0,10,Overcast,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-26T09:00:00,2.2,-5.5,-1.1,78.79,0,19,,0,,58.9,55.2,328.8,1003,91.5,24.1,25.3,0.1,0,10,Overcast,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-26T10:00:00,2.3,-5.5,-1.2,77.66,0,19,,0,,61.9,58.3,329.2,1003,87.3,24.1,38,0.1,0,10,Partially cloudy,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-26T11:00:00,2.5,-5.4,-1.2,76.58,0,19,,0,,66.6,61.9,328.5,1003,59.9,24.1,132.3,0.5,1,10,Partially cloudy,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-26T12:00:00,2.8,-5.2,-1.1,75.51,0,19,,0,,71.3,65.5,327.7,1003,32.4,24.1,226.7,0.8,2,10,Partially cloudy,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-26T13:00:00,3.1,-5,-1,74.46,0,19,,,,76,69.1,327,1003,5,24.1,321,1.2,3,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-26T14:00:00,3.1,-5.1,-1.5,72.13,0,19,,0,,79.9,70.9,326.4,1003,4.7,24.1,311.7,1.2,3,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-26T15:00:00,3.1,-5.1,-1.9,69.87,0,19,,0,,83.9,72.7,325.9,1003,4.5,24.1,302.3,1.1,3,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-26T16:00:00,3.1,-5.2,-2.3,67.67,0,19,,0,,87.8,74.5,325.3,1003,4.2,24.1,293,1.1,3,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-26T17:00:00,2.9,-5.5,-2.4,67.97,0,19,,0,,91,75.2,324.5,1002.7,4,24.1,201.7,0.8,2,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-26T18:00:00,2.7,-5.8,-2.5,68.27,0,19,,0,,94.1,76,323.7,1002.3,3.7,24.1,110.3,0.4,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-26T19:00:00,2.6,-6,-2.6,68.57,0,19,,,,97.2,76.7,322.9,1002,3.5,24.1,19,0.1,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-26T20:00:00,2.4,-6.2,-2.7,69.05,0,19,,0,,98,77.6,322.8,1002,4.2,24.1,12.7,0,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-26T21:00:00,2.3,-6.5,-2.7,69.54,0,19,,0,,98.9,78.6,322.6,1002,4.9,24.1,6.3,0,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-26T22:00:00,2.2,-6.7,-2.7,70.03,0,19,,0,,99.7,79.6,322.5,1002,5.6,24.1,0,,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-26T23:00:00,2.1,-6.7,-3,68.99,0,19,,0,,100.1,78.4,323,1002,5.3,24.1,0,,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-27T00:00:00,2.1,-6.7,-3.2,67.96,0,19,,0,,100.4,77.2,323.4,1002,5.1,24.1,0,,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-27T01:00:00,2.1,-6.7,-3.4,66.95,0,19,,,,100.8,76,323.9,1002,4.8,24.1,0,,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-27T02:00:00,2.1,-6.6,-3.5,66.46,0,23.8,,0,,100.3,75.1,322.2,1002,4.3,24.1,0,,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-27T03:00:00,2.1,-6.5,-3.6,65.97,0,23.8,,0,,99.8,74.3,320.5,1002,3.9,24.1,0,,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-27T04:00:00,2.2,-6.4,-3.6,65.49,0,23.8,,0,,99.4,73.4,318.8,1002,3.4,24.1,0,,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-27T05:00:00,2.1,-6.6,-3.6,66.12,0,23.8,,0,,99.8,74.6,322.4,1001.3,2.5,24.1,0,,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-27T06:00:00,2,-6.8,-3.6,66.76,0,23.8,,0,,100.3,75.8,326.1,1000.7,1.7,24.1,0,,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-27T07:00:00,1.9,-7,-3.5,67.41,0,23.8,,,,100.8,77,329.7,1000,0.8,24.1,0,,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-27T08:00:00,1.9,-6.9,-3.6,67.08,0,19,,0,,99.2,76.1,327,1001,1,24.1,19.3,0.1,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-27T09:00:00,1.9,-6.8,-3.6,66.75,0,19,,0,,97.7,75.1,324.2,1002,1.2,24.1,38.7,0.1,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-27T10:00:00,2,-6.8,-3.6,66.43,0,19,,0,,96.1,74.2,321.5,1003,1.4,24.1,58,0.2,1,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-27T11:00:00,2.3,-6.3,-3.5,65.51,0,19,,0,,95.4,73.7,321.8,1003.3,1.4,24.1,154.3,0.5,2,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-27T12:00:00,2.6,-5.9,-3.4,64.61,0,19,,0,,94.7,73.2,322,1003.7,1.4,24.1,250.7,0.9,3,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-27T13:00:00,2.9,-5.4,-3.3,63.72,0,19,,,,94,72.7,322.3,1004,1.4,24.1,347,1.2,3,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-27T14:00:00,2.9,-5.3,-3.4,63.1,0,9.5,,0,,93.2,71.8,322.8,1004.3,1.6,24.1,330.3,1.2,3,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-27T15:00:00,2.9,-5.2,-3.5,62.48,0,9.5,,0,,92.5,70.8,323.4,1004.7,1.7,24.1,313.7,1.1,3,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-27T16:00:00,3,-5.1,-3.6,61.87,0,9.5,,0,,91.8,69.8,323.9,1005,1.9,24.1,297,1.1,3,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-27T17:00:00,2.7,-5.6,-3.8,62.58,0,9.5,,0,,92.9,71,324.2,1005.7,1.9,24.1,204.3,0.8,2,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-27T18:00:00,2.4,-6.1,-3.9,63.29,0,9.5,,0,,94,72.2,324.4,1006.3,1.8,24.1,111.7,0.4,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-27T19:00:00,2.1,-6.6,-4,64.01,0,9.5,,,,95,73.4,324.7,1007,1.8,24.1,19,0.1,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-27T20:00:00,1.8,-6.9,-4,65.09,0,14.3,,0,,94.4,73.4,323.9,1007.7,1.6,24.1,12.7,0,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-27T21:00:00,1.6,-7.2,-4,66.18,0,14.3,,0,,93.8,73.4,323.2,1008.3,1.3,24.1,6.3,0,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-27T22:00:00,1.4,-7.6,-4,67.3,0,14.3,,0,,93.2,73.4,322.4,1009,1.1,24.1,0,,0,10,Clear,wind,
"Marseille, Provence-Alpes-Côte d'Azur, France",2022-12-27T23:00:00,1.3,-7.6,-4.1,67.45,0,14.3,,0,,91.8,72.8,321.4,1009.7,1.7,24.1,0,,0,10,Clear,wind,